epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,6658.34,0.91727,0.9614,0.8114,0.58202,0.52494,0.56268,0.43065,0.7636,0.81913,0.80326,0.003169,0.003169,0.003169
71,6767.55,0.89988,0.93321,0.81046,0.56811,0.50259,0.55111,0.42328,0.76313,0.80861,0.80293,0.00307,0.00307,0.00307
72,6878.04,0.89755,0.92585,0.81087,0.55123,0.5356,0.55829,0.42925,0.76507,0.81351,0.8028,0.002971,0.002971,0.002971
73,6988.09,0.90262,0.93534,0.81062,0.55614,0.53978,0.56557,0.43315,0.76428,0.81739,0.80273,0.002872,0.002872,0.002872
74,7099.41,0.89314,0.91575,0.8109,0.56035,0.53104,0.55545,0.4256,0.76545,0.81436,0.80294,0.002773,0.002773,0.002773
75,7209.45,0.8843,0.89973,0.81168,0.56976,0.53601,0.56863,0.4379,0.7668,0.8098,0.80326,0.002674,0.002674,0.002674
76,7319.13,0.89324,0.89933,0.81057,0.57267,0.54721,0.55944,0.42933,0.76365,0.80846,0.80371,0.002575,0.002575,0.002575
77,7429.82,0.89996,0.90619,0.81086,0.63156,0.50622,0.56266,0.43306,0.76359,0.80914,0.80374,0.002476,0.002476,0.002476
78,7540.19,0.88686,0.8926,0.809,0.63222,0.51143,0.56808,0.43668,0.76279,0.80321,0.80347,0.002377,0.002377,0.002377
79,7649.05,0.88009,0.85985,0.81116,0.65319,0.52092,0.56649,0.43452,0.76304,0.79803,0.80352,0.002278,0.002278,0.002278
80,7754.97,0.8843,0.88249,0.80965,0.62654,0.52346,0.56968,0.43714,0.76244,0.79766,0.80402,0.002179,0.002179,0.002179
81,7865.65,0.88128,0.86845,0.80961,0.63691,0.51627,0.56505,0.43365,0.76255,0.79888,0.80425,0.00208,0.00208,0.00208
82,7977.37,0.8777,0.86075,0.80758,0.60355,0.54064,0.57405,0.44065,0.76138,0.8003,0.80393,0.001981,0.001981,0.001981
83,8077.97,0.87423,0.8476,0.80883,0.63779,0.52516,0.57505,0.44198,0.7611,0.79756,0.80343,0.001882,0.001882,0.001882
84,8188.69,0.87403,0.86008,0.80927,0.59429,0.54116,0.57273,0.44057,0.75924,0.79565,0.80292,0.001783,0.001783,0.001783
85,8299.55,0.86877,0.82925,0.80633,0.63811,0.50797,0.57477,0.44267,0.76014,0.79626,0.80266,0.001684,0.001684,0.001684
86,8410.75,0.86596,0.83005,0.80853,0.56646,0.54463,0.57668,0.44346,0.75906,0.79721,0.80259,0.001585,0.001585,0.001585
87,8511.83,0.8666,0.81978,0.80505,0.59695,0.52514,0.58072,0.44659,0.75788,0.79292,0.80189,0.001486,0.001486,0.001486
88,8624.83,0.85576,0.81844,0.80565,0.62844,0.51642,0.58176,0.44774,0.75841,0.79071,0.80173,0.001387,0.001387,0.001387
89,8729.41,0.85469,0.80476,0.80485,0.63049,0.52998,0.58549,0.45104,0.75689,0.79121,0.80173,0.001288,0.001288,0.001288
90,8831.46,0.85461,0.79906,0.80509,0.64924,0.52742,0.5859,0.4527,0.75603,0.78725,0.80196,0.001189,0.001189,0.001189
91,8957.75,0.8251,0.72779,0.80522,0.62801,0.53714,0.58519,0.45246,0.75638,0.78695,0.8021,0.00109,0.00109,0.00109
92,9066.04,0.8252,0.70577,0.80378,0.6265,0.54274,0.58549,0.45112,0.75565,0.78551,0.80215,0.000991,0.000991,0.000991
93,9173.58,0.81814,0.69878,0.80417,0.62061,0.54884,0.58538,0.45119,0.75547,0.78724,0.80225,0.000892,0.000892,0.000892
94,9282.37,0.81777,0.68611,0.80523,0.59866,0.55194,0.5842,0.44982,0.75565,0.78875,0.80226,0.000793,0.000793,0.000793
95,9390.49,0.80353,0.66989,0.80423,0.60031,0.54374,0.58507,0.45091,0.75572,0.78929,0.80219,0.000694,0.000694,0.000694
96,9498.5,0.80655,0.66337,0.80425,0.60847,0.54799,0.58372,0.44999,0.75522,0.78742,0.80202,0.000595,0.000595,0.000595
97,9606.2,0.80778,0.6639,0.80409,0.60123,0.54662,0.58511,0.45092,0.75443,0.78665,0.80187,0.000496,0.000496,0.000496
98,9714.36,0.80386,0.65637,0.80412,0.60356,0.54475,0.58517,0.45086,0.75398,0.78553,0.80176,0.000397,0.000397,0.000397
99,9822.98,0.80109,0.64719,0.80396,0.59719,0.55125,0.5841,0.44927,0.75441,0.78642,0.80164,0.000298,0.000298,0.000298
100,9919.12,0.80016,0.64921,0.80232,0.58608,0.54823,0.58379,0.44942,0.75467,0.78626,0.80155,0.000199,0.000199,0.000199
