epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,2750.04,0.96052,1.11898,0.84674,0.73756,0.46566,0.60373,0.46269,0.85817,0.84714,0.85352,0.00957172,0.00957172,0.00957172
23,2874.95,0.9692,1.14459,0.84969,0.61856,0.5633,0.59892,0.45947,0.86034,0.84027,0.85443,0.0095307,0.0095307,0.0095307
24,2999.88,0.97225,1.11311,0.84763,0.55614,0.60612,0.62418,0.47746,0.85627,0.83647,0.85294,0.00948792,0.00948792,0.00948792
25,3124.12,0.96514,1.10897,0.84654,0.7227,0.51837,0.62064,0.47401,0.85268,0.83187,0.85323,0.00944338,0.00944338,0.00944338
26,3248.64,0.96788,1.08564,0.8471,0.6244,0.57836,0.64338,0.49709,0.85951,0.81392,0.85466,0.00939711,0.00939711,0.00939711
27,3372.87,0.95922,1.0824,0.84323,0.67677,0.55767,0.63143,0.47958,0.85345,0.80162,0.85319,0.00934914,0.00934914,0.00934914
28,3497.27,0.95449,1.04863,0.84642,0.70319,0.56998,0.64137,0.48811,0.84583,0.79063,0.85135,0.00929948,0.00929948,0.00929948
29,3621.62,0.95821,1.06564,0.8448,0.65316,0.61954,0.65665,0.50698,0.84398,0.7739,0.84994,0.00924815,0.00924815,0.00924815
30,3746.09,0.94646,1.02779,0.84097,0.67058,0.60625,0.65957,0.5105,0.83654,0.75469,0.85161,0.00919517,0.00919517,0.00919517
31,3870.56,0.95643,1.03969,0.84493,0.57607,0.6508,0.68149,0.5254,0.83581,0.73137,0.84951,0.00914058,0.00914058,0.00914058
32,3995.65,0.95851,1.02719,0.84148,0.70393,0.60932,0.68333,0.52769,0.837,0.73157,0.84969,0.00908438,0.00908438,0.00908438
33,4120.38,0.94016,1.01249,0.8428,0.72315,0.56958,0.69484,0.53969,0.83772,0.72537,0.85113,0.00902662,0.00902662,0.00902662
34,4244.68,0.93924,0.9861,0.84193,0.62974,0.63437,0.68548,0.53303,0.83071,0.72328,0.84922,0.00896731,0.00896731,0.00896731
35,4369.97,0.95304,1.00256,0.84238,0.70172,0.61229,0.7054,0.53949,0.8374,0.72696,0.84875,0.00890648,0.00890648,0.00890648
36,4495.55,0.9396,0.97518,0.84234,0.68385,0.61548,0.68067,0.52774,0.83312,0.71291,0.84893,0.00884415,0.00884415,0.00884415
37,4619.96,0.94134,0.97945,0.84308,0.66626,0.62648,0.69286,0.53436,0.83307,0.70041,0.84992,0.00878036,0.00878036,0.00878036
38,4744.55,0.94103,0.97702,0.84206,0.6631,0.63775,0.69804,0.53723,0.83302,0.69706,0.85045,0.00871513,0.00871513,0.00871513
39,4869.02,0.94258,0.96577,0.84072,0.6222,0.67296,0.7041,0.54228,0.83189,0.68559,0.84657,0.00864849,0.00864849,0.00864849
40,4993.52,0.93365,0.96036,0.84114,0.69922,0.64704,0.70621,0.54966,0.82292,0.67463,0.84409,0.00858046,0.00858046,0.00858046
41,5116.96,0.92815,0.95286,0.84037,0.63199,0.66542,0.71991,0.55932,0.81828,0.68073,0.845,0.00851109,0.00851109,0.00851109
42,5240.16,0.93036,0.93915,0.84189,0.76098,0.58257,0.71201,0.5518,0.82101,0.67377,0.84605,0.00844039,0.00844039,0.00844039
43,5363.58,0.92148,0.93542,0.83738,0.70123,0.64642,0.73073,0.56918,0.81431,0.66899,0.84547,0.00836841,0.00836841,0.00836841
44,5487.39,0.93347,0.95057,0.83994,0.79006,0.59183,0.71534,0.55902,0.81521,0.66963,0.84461,0.00829517,0.00829517,0.00829517
45,5610.81,0.9186,0.91776,0.83794,0.67859,0.69275,0.73004,0.56869,0.81864,0.64826,0.84624,0.0082207,0.0082207,0.0082207
46,5734.15,0.92012,0.91313,0.83835,0.68689,0.65369,0.72746,0.56578,0.81779,0.63742,0.84705,0.00814503,0.00814503,0.00814503
47,5857.72,0.92734,0.9199,0.83909,0.73467,0.63321,0.71964,0.55916,0.81693,0.63919,0.84539,0.00806821,0.00806821,0.00806821
48,5981.17,0.91002,0.89915,0.83789,0.69629,0.64837,0.71977,0.55863,0.81409,0.63729,0.84431,0.00799026,0.00799026,0.00799026
49,6104.46,0.90929,0.89701,0.83784,0.67308,0.66243,0.72984,0.56616,0.81343,0.62642,0.84577,0.00791122,0.00791122,0.00791122
50,6227.96,0.9163,0.87977,0.83813,0.77261,0.66048,0.74529,0.5794,0.81111,0.62092,0.84379,0.00783112,0.00783112,0.00783112
51,6351.71,0.91034,0.89106,0.83817,0.75987,0.61898,0.72395,0.55851,0.81089,0.62657,0.84247,0.00775,0.00775,0.00775
52,6475.1,0.913,0.87992,0.83628,0.73457,0.67208,0.73493,0.56794,0.81144,0.6208,0.84389,0.00766789,0.00766789,0.00766789
53,6598.45,0.91126,0.88464,0.83778,0.69265,0.68985,0.73934,0.57284,0.81283,0.61863,0.84377,0.00758483,0.00758483,0.00758483
54,6721.99,0.90828,0.86708,0.83536,0.71032,0.68519,0.73434,0.56792,0.81504,0.60856,0.84446,0.00750086,0.00750086,0.00750086
55,6845.61,0.90095,0.86271,0.83349,0.77578,0.66281,0.74137,0.57614,0.80832,0.60719,0.84351,0.00741601,0.00741601,0.00741601
56,6968.98,0.90348,0.85243,0.83759,0.72717,0.66599,0.74443,0.58165,0.80427,0.60279,0.84303,0.00733031,0.00733031,0.00733031
57,7092.52,0.90997,0.86107,0.83757,0.7846,0.66716,0.76197,0.5989,0.804,0.5903,0.8444,0.00724382,0.00724382,0.00724382
58,7215.78,0.90014,0.85012,0.83472,0.76407,0.66468,0.75376,0.58989,0.8057,0.58911,0.84328,0.00715656,0.00715656,0.00715656
59,7339.15,0.89068,0.83845,0.83247,0.76683,0.66554,0.76034,0.59337,0.80347,0.58521,0.84193,0.00706857,0.00706857,0.00706857
60,7462.44,0.89036,0.83054,0.83496,0.73215,0.70426,0.75725,0.59101,0.80244,0.5856,0.84177,0.0069799,0.0069799,0.0069799
61,7588.42,0.8995,0.83429,0.83374,0.67478,0.74097,0.76312,0.59732,0.79992,0.57403,0.84094,0.00689058,0.00689058,0.00689058
62,7713.19,0.8899,0.82062,0.83478,0.76379,0.71407,0.77799,0.60808,0.79611,0.56554,0.84146,0.00680064,0.00680064,0.00680064
63,7839.25,0.88455,0.80643,0.83367,0.79513,0.68584,0.77109,0.60261,0.7969,0.56394,0.84192,0.00671014,0.00671014,0.00671014
64,7962.76,0.8907,0.81582,0.83486,0.75191,0.69463,0.77402,0.6029,0.80006,0.56013,0.84123,0.0066191,0.0066191,0.0066191
65,8086.26,0.88207,0.79975,0.83341,0.76499,0.67839,0.76363,0.59492,0.79825,0.56359,0.84037,0.00652758,0.00652758,0.00652758
66,8209.65,0.89044,0.80793,0.83362,0.72597,0.70095,0.77745,0.60821,0.79342,0.56209,0.84016,0.0064356,0.0064356,0.0064356
67,8332.9,0.88279,0.79911,0.8312,0.75602,0.69013,0.77616,0.60463,0.79342,0.5573,0.83965,0.00634322,0.00634322,0.00634322
68,8456.21,0.89422,0.80661,0.83662,0.7867,0.69195,0.78335,0.61031,0.79354,0.55006,0.83995,0.00625046,0.00625046,0.00625046
69,8579.66,0.88345,0.79765,0.8342,0.75595,0.71183,0.78322,0.61039,0.795,0.5562,0.83982,0.00615737,0.00615737,0.00615737
70,8702.9,0.88324,0.77874,0.83419,0.70659,0.70724,0.78019,0.60974,0.79388,0.55647,0.83963,0.006064,0.006064,0.006064
71,8826.25,0.88129,0.78099,0.8309,0.78799,0.68346,0.77492,0.60481,0.79381,0.55144,0.83968,0.00597038,0.00597038,0.00597038
72,8949.71,0.8807,0.79014,0.83327,0.74907,0.71495,0.77801,0.60779,0.79438,0.54852,0.83948,0.00587655,0.00587655,0.00587655
73,9072.87,0.87262,0.76552,0.83175,0.79605,0.68256,0.7775,0.60925,0.79084,0.54997,0.83939,0.00578256,0.00578256,0.00578256
74,9196.28,0.87456,0.76925,0.83137,0.74445,0.71384,0.78527,0.61728,0.78974,0.54615,0.83931,0.00568844,0.00568844,0.00568844
75,9319.54,0.86408,0.74812,0.82931,0.71741,0.74284,0.7847,0.61647,0.78856,0.54254,0.83859,0.00559424,0.00559424,0.00559424
76,9442.87,0.86748,0.7596,0.82913,0.68944,0.75463,0.78262,0.61403,0.7853,0.53908,0.83804,0.0055,0.0055,0.0055
77,9566.39,0.87238,0.76,0.83222,0.70167,0.74419,0.77905,0.61033,0.78588,0.53594,0.83837,0.00540576,0.00540576,0.00540576
78,9689.65,0.86395,0.74553,0.8308,0.74125,0.70769,0.77988,0.61136,0.78815,0.53434,0.83892,0.00531156,0.00531156,0.00531156
79,9813.02,0.87578,0.74917,0.82973,0.72556,0.74003,0.78503,0.61421,0.78854,0.53662,0.83911,0.00521744,0.00521744,0.00521744
80,9936.52,0.87425,0.74697,0.83088,0.76214,0.72811,0.78862,0.61758,0.78618,0.53189,0.83851,0.00512345,0.00512345,0.00512345
81,10059.8,0.86406,0.73871,0.83167,0.77405,0.71204,0.79218,0.62089,0.78638,0.53004,0.83827,0.00502962,0.00502962,0.00502962
82,10183.1,0.8622,0.73863,0.82931,0.7427,0.72462,0.79142,0.62163,0.78699,0.52773,0.83855,0.004936,0.004936,0.004936
83,10306.6,0.86381,0.72105,0.82708,0.75392,0.73222,0.79402,0.62274,0.78697,0.5279,0.83839,0.00484263,0.00484263,0.00484263
84,10430,0.86322,0.72338,0.82812,0.79999,0.72053,0.80284,0.63051,0.78481,0.524,0.83793,0.00474954,0.00474954,0.00474954
85,10553.4,0.85549,0.71949,0.82776,0.73694,0.7485,0.80849,0.63738,0.78359,0.52038,0.83766,0.00465678,0.00465678,0.00465678
86,10677,0.86154,0.71971,0.82882,0.7889,0.72089,0.80523,0.63313,0.78311,0.52253,0.83686,0.0045644,0.0045644,0.0045644
87,10800.6,0.85577,0.71454,0.8284,0.79529,0.71416,0.80428,0.6301,0.78352,0.52271,0.83665,0.00447242,0.00447242,0.00447242
88,10924,0.8551,0.71104,0.82685,0.79814,0.70915,0.80538,0.63258,0.78287,0.51873,0.83637,0.0043809,0.0043809,0.0043809
89,11047.2,0.85628,0.7199,0.83003,0.78614,0.70255,0.79995,0.62912,0.78316,0.521,0.83629,0.00428986,0.00428986,0.00428986
90,11170.6,0.84708,0.69638,0.82815,0.80345,0.71353,0.80081,0.62908,0.78551,0.52065,0.83649,0.00419936,0.00419936,0.00419936
91,11293.7,0.85495,0.70245,0.82836,0.80422,0.70933,0.80466,0.63092,0.7852,0.51835,0.83659,0.00410942,0.00410942,0.00410942
92,11417,0.84869,0.69107,0.82499,0.80682,0.70487,0.80583,0.63215,0.7835,0.51669,0.83654,0.0040201,0.0040201,0.0040201
93,11540.3,0.84681,0.69364,0.82794,0.70571,0.76479,0.80432,0.62948,0.78268,0.51552,0.83634,0.00393143,0.00393143,0.00393143
94,11663.6,0.84588,0.69027,0.82681,0.72066,0.76545,0.80431,0.6298,0.78085,0.5146,0.83619,0.00384344,0.00384344,0.00384344
95,11787,0.84786,0.68663,0.82772,0.74352,0.76653,0.80689,0.63284,0.78244,0.5131,0.8365,0.00375618,0.00375618,0.00375618
96,11910.4,0.83341,0.68048,0.82403,0.74466,0.76202,0.80823,0.634,0.78201,0.51182,0.83667,0.00366969,0.00366969,0.00366969
97,12033.9,0.84366,0.67499,0.82535,0.73423,0.77324,0.81148,0.63743,0.78257,0.51181,0.83679,0.00358399,0.00358399,0.00358399
98,12157.4,0.83924,0.67836,0.82546,0.78915,0.72952,0.80422,0.63053,0.78297,0.51157,0.83685,0.00349914,0.00349914,0.00349914
99,12280.7,0.84064,0.67458,0.82486,0.76005,0.75525,0.80735,0.63541,0.78109,0.51034,0.8367,0.00341517,0.00341517,0.00341517
100,12404.3,0.83787,0.66456,0.82627,0.75317,0.75424,0.80645,0.63558,0.78107,0.51054,0.83685,0.00333211,0.00333211,0.00333211
101,12527.8,0.83515,0.66403,0.8256,0.75925,0.75144,0.80647,0.63313,0.78052,0.51116,0.83674,0.00325,0.00325,0.00325
102,12651.2,0.83147,0.64852,0.82557,0.76775,0.74416,0.80834,0.63607,0.78005,0.50898,0.83656,0.00316888,0.00316888,0.00316888
103,12774.6,0.8308,0.65158,0.82426,0.7846,0.73755,0.81853,0.64471,0.77902,0.50579,0.83655,0.00308878,0.00308878,0.00308878
104,12898,0.82383,0.64609,0.82297,0.79345,0.72701,0.81958,0.64595,0.77803,0.50366,0.8363,0.00300974,0.00300974,0.00300974
105,13021.5,0.83067,0.64847,0.82246,0.81591,0.72727,0.82195,0.64764,0.77832,0.50224,0.83596,0.00293179,0.00293179,0.00293179
106,13144.8,0.82244,0.64426,0.82101,0.81852,0.72274,0.82352,0.64832,0.77843,0.50198,0.83576,0.00285497,0.00285497,0.00285497
107,13268.1,0.82741,0.64381,0.82353,0.81337,0.72007,0.82339,0.64939,0.77844,0.50179,0.83574,0.0027793,0.0027793,0.0027793
108,13391.6,0.82489,0.64352,0.82106,0.78983,0.73545,0.82262,0.64802,0.77753,0.50005,0.83577,0.00270483,0.00270483,0.00270483
109,13515.1,0.82657,0.6329,0.82471,0.79701,0.73042,0.832,0.65469,0.77748,0.49949,0.83571,0.00263159,0.00263159,0.00263159
110,13638.6,0.81648,0.62655,0.82261,0.77508,0.74694,0.83336,0.65396,0.77709,0.50021,0.83568,0.00255961,0.00255961,0.00255961
111,13761.8,0.81499,0.61525,0.8247,0.83694,0.70457,0.83495,0.6558,0.77715,0.49901,0.83556,0.00248891,0.00248891,0.00248891
112,13885.1,0.81962,0.6217,0.82164,0.81313,0.71946,0.83512,0.6576,0.77661,0.49848,0.83534,0.00241954,0.00241954,0.00241954
113,14008.4,0.81355,0.61944,0.82001,0.83566,0.70779,0.83574,0.65858,0.77663,0.4981,0.83531,0.00235151,0.00235151,0.00235151
114,14131.6,0.82043,0.62454,0.82207,0.76624,0.76279,0.83702,0.6596,0.77734,0.49718,0.83525,0.00228487,0.00228487,0.00228487
115,14254.8,0.80896,0.60149,0.81813,0.76698,0.76334,0.83729,0.6589,0.77724,0.49707,0.83546,0.00221964,0.00221964,0.00221964
116,14379.2,0.81579,0.60678,0.8181,0.76149,0.77369,0.83706,0.66037,0.77674,0.49708,0.83526,0.00215585,0.00215585,0.00215585
117,14502.6,0.80819,0.61092,0.82141,0.81643,0.73138,0.84104,0.66254,0.7779,0.49627,0.8352,0.00209352,0.00209352,0.00209352
118,14626.1,0.80707,0.60436,0.81966,0.84171,0.72677,0.84187,0.66111,0.77763,0.4957,0.83524,0.00203269,0.00203269,0.00203269
119,14749.5,0.8049,0.60049,0.82081,0.84618,0.72558,0.84359,0.66289,0.77766,0.49521,0.83522,0.00197338,0.00197338,0.00197338
120,14873.1,0.80593,0.6043,0.82003,0.79604,0.75504,0.84384,0.66364,0.77702,0.4943,0.83512,0.00191562,0.00191562,0.00191562
121,14996.6,0.80583,0.59717,0.81977,0.80042,0.75108,0.84436,0.66402,0.7766,0.49394,0.83508,0.00185942,0.00185942,0.00185942
122,15120.1,0.80251,0.59988,0.8184,0.80593,0.74495,0.84449,0.66385,0.77682,0.49363,0.83516,0.00180483,0.00180483,0.00180483
123,15244.1,0.79498,0.58898,0.81706,0.80185,0.75342,0.84433,0.66381,0.77684,0.49326,0.83511,0.00175185,0.00175185,0.00175185
124,15367.7,0.79943,0.59384,0.8196,0.80257,0.75093,0.84472,0.66469,0.77663,0.49255,0.83506,0.00170052,0.00170052,0.00170052
125,15494.5,0.79847,0.58461,0.81988,0.85128,0.72474,0.8372,0.65859,0.77624,0.49204,0.83486,0.00165086,0.00165086,0.00165086
126,15621.9,0.80623,0.59182,0.82182,0.8533,0.72881,0.83833,0.65913,0.77605,0.49248,0.83478,0.00160289,0.00160289,0.00160289
127,15745.5,0.80395,0.5955,0.81994,0.85389,0.72983,0.8387,0.65926,0.77626,0.49235,0.83462,0.00155662,0.00155662,0.00155662
128,15869.2,0.79389,0.57933,0.81639,0.85728,0.7352,0.84014,0.66083,0.77578,0.49177,0.83462,0.00151208,0.00151208,0.00151208
129,15994.2,0.79314,0.57527,0.81977,0.85751,0.73626,0.84025,0.65992,0.77579,0.49109,0.83472,0.0014693,0.0014693,0.0014693
130,16117.6,0.79945,0.58303,0.8208,0.85913,0.73559,0.84055,0.65968,0.77565,0.49168,0.83477,0.00142828,0.00142828,0.00142828
131,16240.8,0.79482,0.57863,0.81873,0.85975,0.73764,0.84121,0.65999,0.77598,0.49069,0.83476,0.00138905,0.00138905,0.00138905
132,16364.4,0.80053,0.58251,0.81784,0.8568,0.74028,0.8414,0.65974,0.7764,0.49062,0.83466,0.00135162,0.00135162,0.00135162
133,16487.6,0.79181,0.57569,0.81656,0.8548,0.73911,0.84086,0.65942,0.77586,0.49049,0.83481,0.00131601,0.00131601,0.00131601
134,16610.8,0.78787,0.57377,0.81741,0.857,0.73766,0.84155,0.65972,0.77525,0.48992,0.83465,0.00128223,0.00128223,0.00128223
135,16734.2,0.79581,0.5755,0.81794,0.85382,0.73875,0.84141,0.66043,0.77527,0.49054,0.83469,0.00125031,0.00125031,0.00125031
136,16857.6,0.78219,0.56014,0.81614,0.8523,0.74221,0.83983,0.65872,0.77517,0.49013,0.8346,0.00122025,0.00122025,0.00122025
137,16980.8,0.7922,0.56418,0.81765,0.85218,0.74333,0.84045,0.65889,0.7747,0.49042,0.83445,0.00119206,0.00119206,0.00119206
138,17104.1,0.78242,0.56488,0.81672,0.85359,0.74338,0.84003,0.65877,0.77482,0.48941,0.83459,0.00116577,0.00116577,0.00116577
139,17227.3,0.78243,0.56114,0.81761,0.85468,0.75007,0.84162,0.66005,0.77496,0.48947,0.8346,0.00114138,0.00114138,0.00114138
140,17350.5,0.78905,0.56377,0.81876,0.85663,0.7493,0.84179,0.66013,0.77519,0.48898,0.83454,0.00111889,0.00111889,0.00111889
141,17494.6,0.75148,0.46022,0.81478,0.85865,0.74879,0.84144,0.66017,0.77492,0.48868,0.8346,0.00109834,0.00109834,0.00109834
142,17615,0.74701,0.45333,0.81354,0.85342,0.75299,0.84168,0.66045,0.77495,0.4884,0.83455,0.00107971,0.00107971,0.00107971
143,17735.6,0.74628,0.45117,0.81529,0.85428,0.75318,0.84212,0.66072,0.77472,0.48904,0.83455,0.00106302,0.00106302,0.00106302
144,17856,0.74465,0.44498,0.8136,0.85667,0.75249,0.84245,0.66165,0.77532,0.48813,0.83456,0.00104827,0.00104827,0.00104827
145,17976.5,0.74066,0.44359,0.81322,0.85622,0.75309,0.84231,0.66151,0.77477,0.48851,0.8345,0.00103548,0.00103548,0.00103548
146,18096.8,0.7438,0.44302,0.81353,0.85561,0.75278,0.84216,0.6621,0.77425,0.48858,0.83453,0.00102465,0.00102465,0.00102465
147,18217.3,0.73973,0.44445,0.81308,0.85858,0.75187,0.84222,0.66151,0.77464,0.48799,0.83453,0.00101578,0.00101578,0.00101578
148,18337.7,0.73989,0.43704,0.81438,0.86128,0.7521,0.8424,0.66192,0.77414,0.48843,0.83437,0.00100888,0.00100888,0.00100888
149,18458.1,0.73389,0.43552,0.81169,0.86147,0.75145,0.84262,0.66256,0.77399,0.48781,0.83439,0.00100395,0.00100395,0.00100395
150,18578.4,0.73209,0.43828,0.81181,0.8588,0.75176,0.84222,0.66141,0.77451,0.48773,0.83445,0.00100099,0.00100099,0.00100099
